book_id,title,authors,average_rating,ratings_count,original_publication_year,language_code
5420,The Structure of Scientific Revolutions,Thomas S. Kuhn,3.98,15950,1962.0,eng
5421,Small Island,Andrea Levy,3.89,17205,2004.0,en-US
5422,"A Great Reckoning (Chief Inspector Armand Gamache, #12)",Louise Penny,4.46,13563,2016.0,eng
5423,The Sky is Falling,Sidney Sheldon,3.54,15345,2000.0,eng
5425,Darkness at Noon,"Arthur Koestler, Daphne Hardy",4.06,16818,1940.0,eng
5426,"The Perfect Play (Play by Play, #1)",Jaci Burton,3.93,31260,2011.0,en-US
5429,"The Curse of Chalion (World of the Five Gods, #1)",Lois McMaster Bujold,4.16,21007,2000.0,eng
5431,"Chesapeake Blue (Chesapeake Bay Saga, #4)",Nora Roberts,4.17,23925,2002.0,en-US
5432,Ash,Malinda Lo,3.62,14513,2009.0,en-US
5433,"The Burning Land (The Saxon Stories, #5)",Bernard Cornwell,4.29,15373,2009.0,eng
5434,"Second Helpings (Jessica Darling, #2)",Megan McCafferty,4.08,23180,2003.0,eng
5436,"The Earth, My Butt, and Other Big Round Things",Carolyn Mackler,3.77,21129,2003.0,eng
5437,Lord Jim,Joseph Conrad,3.61,19113,1900.0,eng
5439,Don't Panic: The Official Hitchhiker's Guide to the Galaxy Companion,Neil Gaiman,4.31,18015,1987.0,eng
5440,"Things Not Seen (Things, #1)",Andrew Clements,3.88,21478,2002.0,en-GB
5441,House,"Frank E. Peretti, Ted Dekker",3.6,17813,2006.0,eng
5442,"Vicious (Villains, #1)","V.E. Schwab, Victoria Schwab",4.25,23613,2013.0,eng
5443,"Raise the Titanic! (Dirk Pitt, #4)",Clive Cussler,3.96,18945,1976.0,eng
5444,The Supernaturalist,Eoin Colfer,3.85,23010,2004.0,en-US
5445,"Queen of Babble in the Big City (Queen of Babble, #2)",Meg Cabot,3.77,24000,2007.0,eng
5446,Yertle the Turtle and Other Stories,Dr. Seuss,4.13,24972,1958.0,eng
5447,The Rent Collector,Camron Wright,4.23,16153,2012.0,eng
5448,Family Matters,Rohinton Mistry,3.99,16790,2001.0,eng
5449,The Happiest Baby on the Block: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,Harvey Karp,3.92,13035,2002.0,eng
5451,Perahu Kertas,Dee Lestari,3.94,13927,2004.0,ind
5452,Schooled,Gordon Korman,3.82,20411,2000.0,en-US
5453,It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways,"Dallas Hartwig, Melissa Hartwig",4.09,13643,2012.0,en-US
5454,Merle's Door: Lessons from a Freethinking Dog,Ted Kerasote,4.18,14953,2007.0,en-US
5455,"Brian's Winter (Brian's Saga, #3)",Gary Paulsen,3.98,16861,1996.0,en-US
5456,How the García Girls Lost Their Accents ,Julia Alvarez,3.62,15231,1991.0,eng
5457,"Be with Me (Wait for You, #2)","J. Lynn, Jennifer L. Armentrout",4.15,32046,2014.0,eng
5458,"Jo's Boys (Little Women, #3)",Louisa May Alcott,3.8,23877,1886.0,eng
5459,Home (Myron Bolitar #11),Harlan Coben,4.2,12183,2016.0,eng
5460,Notes of a Dirty Old Man,Charles Bukowski,3.99,15443,1969.0,eng
5461,"The Absent One (Department Q, #2)","Jussi Adler-Olsen, K.E. Semmel",3.85,13479,2008.0,eng
5462,The Good Lord Bird,James McBride,3.75,14538,2013.0,eng
5463,"Greenwitch (The Dark Is Rising, #3)",Susan Cooper,4.0,21364,1974.0,eng
5464,"The Walking Dead, Vol. 05: The Best Defense","Robert Kirkman, Charlie Adlard, Cliff Rathburn",4.3,19431,2006.0,en-GB
5465,"Kissed by an Angel/The Power of Love/Soulmates (Kissed by an Angel, #1-3)",Elizabeth Chandler,4.08,21813,1995.0,eng
5466,"Take a Chance (Rosemary Beach, #7; Chance, #1)",Abbi Glines,4.15,30690,2014.0,eng
5467,"Portrait of a Spy (Gabriel Allon, #11)",Daniel Silva,4.24,16744,2011.0,eng
5468,"One Good Turn (Jackson Brodie, #2)",Kate Atkinson,3.79,19384,2006.0,en-US
5469,"Abarat (Abarat, #1)",Clive Barker,4.08,20460,2002.0,en-US
5470,"2061: Odyssey Three (Space Odyssey, #3)",Arthur C. Clarke,3.52,17843,1987.0,eng
5472,"The Walk (The Walk, #1)",Richard Paul Evans,4.12,16224,2010.0,en-US
5473,"Afterlife (Evernight, #4)",Claudia Gray,3.8,23780,2011.0,en-US
5474,Slam,Nick Hornby,3.27,17393,2007.0,en-US
5475,"Dark Triumph (His Fair Assassin, #2)",Robin LaFevers,4.15,28133,2013.0,eng
5476,The Crossover,Kwame Alexander,4.22,21249,2014.0,eng
5477,"Edensor (Tetralogi Laskar Pelangi, #3)",Andrea Hirata,4.06,11719,2007.0,ind
5478,The Line of Beauty,Alan Hollinghurst,3.7,15844,2004.0,eng
5479,The Rose Garden,Susanna Kearsley,4.01,18553,2011.0,eng
5480,Monster,Frank E. Peretti,3.8,17583,2005.0,en-US
5481,"The English Assassin (Gabriel Allon, #2)",Daniel Silva,4.12,16810,2002.0,en-US
5482,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,Chuck Klosterman,3.85,13892,2006.0,en-US
5484,"The Wicked + The Divine, Vol. 1: The Faust Act","Kieron Gillen, Jamie McKelvie, Matt Wilson, Clayton Cowles",3.9,25138,2014.0,eng
5485,Innocence,Dean Koontz,3.69,13482,2013.0,eng
5486,"Dark of the Moon (Virgil Flowers, #1)",John Sandford,4.0,18708,2004.0,en-US
5488,"In The Afterlight (The Darkest Minds, #3)",Alexandra Bracken,4.36,25788,2014.0,eng
5489,"Goddess Interrupted (Goddess Test, #2)",Aimee Carter,4.02,26286,2012.0,eng
5490,"Lucinda's Secret (The Spiderwick Chronicles, #3)","Holly Black, Tony DiTerlizzi",3.87,25217,2003.0,eng
5491,"Henry Huggins (Henry Huggins, #1)","Beverly Cleary, Tracy Dockray",3.97,21823,1950.0,eng
5492,Bedtime for Frances,"Russell Hoban, Garth Williams",4.14,22865,1960.0,eng
5493,Totto-chan: The Little Girl at the Window,"Tetsuko Kuroyanagi, Chihiro Iwasaki, Dorothy Britton",4.3,13859,1981.0,eng
5494,"Half the World (Shattered Sea, #2)",Joe Abercrombie,4.2,12396,2015.0,eng
5495,When Genius Failed: The Rise and Fall of Long-Term Capital Management,Roger Lowenstein,4.16,15619,2000.0,en-US
5496,Writing Down the Bones: Freeing the Writer Within,Natalie Goldberg,4.17,18477,1986.0,eng
5498,"City of Golden Shadow (Otherland, #1)",Tad Williams,3.9,19334,1996.0,eng
5499,"An Ice Cold Grave (Harper Connelly, #3)",Charlaine Harris,3.95,26178,2007.0,eng
5500,Jacob Have I Loved,Katherine Paterson,3.64,24920,1980.0,eng
5501,The Postcard Killers,"James Patterson, Liza Marklund",3.78,18542,2010.0,eng
5502,"Kamisama Kiss, Vol. 1","Julietta Suzuki, Tomo Kimura",4.38,20569,2008.0,eng
5503,"Maybe Not (Maybe, #1.5)",Colleen Hoover,4.14,26102,2014.0,en-US
5504,"Black Water (Pendragon, #5)",D.J. MacHale,4.16,19634,2004.0,eng
5505,"Five Little Pigs (Hercule Poirot, #24)",Agatha Christie,3.95,19618,1942.0,eng
5506,Embassytown,China Miéville,3.86,17388,2011.0,eng
5508,"Sherlock Holmes: The Complete Novels and Stories, Volume I",Arthur Conan Doyle,4.45,17950,1927.0,eng
5509,"Strong Poison (Lord Peter Wimsey, #6)",Dorothy L. Sayers,4.14,18578,1930.0,eng
5510,The Far Side Gallery,Gary Larson,4.42,20022,1984.0,eng
5511,"The Eternity Cure (Blood of Eden, #2)",Julie Kagawa,4.26,27278,2013.0,eng
5512,"Holiday in Death (In Death, #7)",J.D. Robb,4.31,24511,1998.0,eng
5513,"Thief (Love Me with Lies, #3)",Tarryn Fisher,4.4,28533,2013.0,eng
5514,Between a Rock and a Hard Place,Aron Ralston,3.82,14350,2004.0,en-US
5515,"Legend (The Drenai Saga, #1)",David Gemmell,4.25,18260,1984.0,en-US
5516,"Three Times Lucky (Tupelo Landing, #1)",Sheila Turnage,4.01,17797,2012.0,eng
5517,"Every Boy's Got One (Boy, #3)",Meg Cabot,3.77,19771,2004.0,en-GB
5518,Small Sacrifices: A True Story of Passion and Murder,Ann Rule,4.2,17384,1987.0,eng
5519,The Guest Room,Chris Bohjalian,3.68,14635,2016.0,eng
5520,All My Friends Are Dead,"Avery Monsen, Jory John",4.24,19423,2010.0,eng
5521,"The Six Sacred Stones (Jack West Jr, #2)",Matthew Reilly,4.16,17064,2007.0,eng
5522,"Rising Tides (Chesapeake Bay Saga, #2)",Nora Roberts,4.16,23604,1998.0,en-US
5523,"Bleach, Volume 15",Tite Kubo,4.41,17078,2004.0,eng
5524,Cash,"Johnny Cash, Patrick   Carr",4.08,15113,1997.0,en-US
5525,A Stranger In The Mirror,Sidney Sheldon,3.61,15606,1976.0,eng
5526,Flush,Carl Hiaasen,3.86,20076,2005.0,en-US
5527,Out of Africa,"Isak Dinesen, Karen Blixen",3.96,21687,1937.0,eng
5528,"The Watchman (Elvis Cole, #11; Joe Pike, #1)",Robert Crais,4.1,17637,2007.0,en-US
5529,Antifragile: Things That Gain from Disorder,Nassim Nicholas Taleb,4.04,16184,2012.0,eng
5530,"From Ashes (From Ashes, #1)",Molly McAdams,4.13,11196,2012.0,en-GB
5531,Free Will,Sam Harris,3.83,15647,2012.0,eng
5532,This Is Where It Ends,Marieke Nijkamp,3.63,23764,2016.0,eng
5533,"Stray (Shifters, #1)",Rachel Vincent,3.79,29063,2007.0,eng
5535,Liar & Spy,Rebecca Stead,3.81,18990,2012.0,eng
5537,The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,4.07,15647,2002.0,eng
5538,The Dreaming Void,Peter F. Hamilton,4.18,16181,2007.0,en-US
5539,"Being Nikki (Airhead, #2)",Meg Cabot,3.87,25531,2009.0,eng
5540,Antony and Cleopatra,"William Shakespeare, Cynthia Marshall, Barbara A. Mowat, Paul Werstine",3.67,20594,1606.0,eng
5541,"Among the Impostors (Shadow Children, #2)",Margaret Peterson Haddix,4.05,21629,2001.0,en-US
5542,"Thirst No. 3: The Eternal Dawn (Thirst, #3)",Christopher Pike,4.14,17343,2010.0,en-US
5543,Addicted,Zane,4.26,13677,1998.0,eng
5544,"Article 5 (Article 5, #1)",Kristen Simmons,3.78,23732,2012.0,en-US
5546,"Found in You (Fixed, #2)",Laurelin Paige,4.27,27097,2013.0,eng
5547,"Midnight Rising (Midnight Breed, #4)",Lara Adrian,4.23,26597,2008.0,eng
5548,"Kisscut (Grant County, #2)",Karin Slaughter,4.12,18833,2002.0,eng
5549,It Chooses You,"Miranda July, Brigitte Sire",3.88,16044,2011.0,eng
5550,Last Exit to Brooklyn,"Hubert Selby Jr., Gilbert Sorrentino",3.94,15491,1964.0,eng
5551,The Feast of the Goat,"Mario Vargas Llosa, Edith Grossman",4.22,10961,2000.0,eng
5552,"Drums, Girls & Dangerous Pie (Drums, Girls & Dangerous Pie, #1)",Jordan Sonnenblick,4.25,18551,2004.0,eng
5553,The First Bad Man,Miranda July,3.58,15560,2015.0,eng
5554,"To Green Angel Tower, Part 2 (Memory, Sorrow, and Thorn, #3; Part 2)",Tad Williams,4.19,18356,1993.0,eng
5555,"Jet (Marked Men, #2)",Jay Crownover,4.09,32332,2013.0,eng
5556,The Sea,John Banville,3.49,16558,2005.0,eng
5557,Invisible,"James Patterson, David Ellis",4.05,14518,2014.0,eng
5558,Mr. Murder,Dean Koontz,3.72,19904,1993.0,eng
5559,"Changeless (Parasol Protectorate, #2)",Gail Carriger,4.0,30703,2010.0,eng
5560,The Magic of Recluce (The Saga of Recluce #1),L.E. Modesitt Jr.,3.84,18879,1991.0,eng
5561,"The Bastard (Kent Family Chronicles, #1)",John Jakes,4.09,18287,1974.0,en-GB
5562,"The Last Policeman (The Last Policeman, #1)",Ben H. Winters,3.76,14725,2012.0,eng
5563,Earth Abides,George R. Stewart,3.96,17200,1949.0,eng
5564,Thunderhead,"Douglas Preston, Lincoln Child",4.09,19704,1999.0,eng
5566,"Dragon Bound (Elder Races, #1)",Thea Harrison,4.13,29920,2011.0,eng
5567,"Rainbow Valley (Anne of Green Gables, #7)",L.M. Montgomery,4.0,27353,1919.0,eng
5568,The Colorado Kid (Hard Case Crime #13),Stephen King,3.28,19406,2005.0,eng
5569,The Monkey's Paw (Oxford Bookworms),"Diane Mowat, W.W. Jacobs",3.85,18113,1902.0,eng
5571,The Pursuit of Holiness,"Jerry Bridges, Foster W. Cline, Jim Fay",4.28,14574,1978.0,eng
5572,"Again the Magic (Wallflowers, #0)",Lisa Kleypas,4.05,24978,2004.0,eng
5573,Low Country,Anne Rivers Siddons,3.96,16364,1998.0,eng
5574,Revolution,Jennifer Donnelly,4.02,20607,2010.0,eng
5575,Halo: The Fall of Reach,Eric S. Nylund,4.25,14525,2001.0,eng
5576,"Ever After (The Hollows, #11)",Kim Harrison,4.45,22312,2013.0,eng
5578,The Nix,Nathan  Hill,4.12,20807,2016.0,eng
5579,"Vanish (Firelight, #2)",Sophie Jordan,3.95,25947,2011.0,en-US
5580,The Calvin and Hobbes Lazy Sunday Book,Bill Watterson,4.66,18641,1989.0,eng
5581,Carmilla,J. Sheridan Le Fanu,3.83,21582,1872.0,eng
5582,"Drowned Wednesday (The Keys to the Kingdom, #3)",Garth Nix,3.85,21267,2004.0,en-US
5583,Saving Francesca,Melina Marchetta,3.97,24398,2003.0,eng
5584,"Avoiding Commitment (Avoiding, #1)",K.A. Linde,3.85,28253,2012.0,eng
5585,"Confessions of a Murder Suspect (Confessions, #1)","James Patterson, Maxine Paetro",3.89,19223,2012.0,eng
5586,"Y: The Last Man, Vol. 6: Girl on Girl (Y: The Last Man, #6)","Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",4.21,20974,2005.0,eng
5589,Milkweed,Jerry Spinelli,4.0,19461,2003.0,eng
5591,"Virtual Light (Bridge, #1)",William Gibson,3.84,16273,1993.0,eng
5592,American on Purpose: The Improbable Adventures of an Unlikely Patriot,Craig Ferguson,3.96,17033,2009.0,eng
5593,Always Looking Up: The Adventures of an Incurable Optimist,Michael J. Fox,3.82,17181,2008.0,en-US
5594,"Nine Rules to Break When Romancing a Rake (Love By Numbers, #1)",Sarah MacLean,4.08,27201,2010.0,en-US
5595,The Lifeboat,Charlotte Rogan,3.2,18260,2012.0,eng
5596,Quo Vadis,"Henryk Sienkiewicz, W.S. Kuniczak",4.13,18466,1895.0,eng
5597,"The Jewel (The Lone City, #1)",Amy Ewing,3.86,21247,2014.0,eng
5598,"The Fire Within (The Last Dragon Chronicles, #1)",Chris d'Lacey,3.76,22634,2001.0,eng
5599,"Servant of the Empire (The Empire Trilogy, #2)","Raymond E. Feist, Janny Wurts",4.27,20016,1990.0,eng
5600,"The Hollow (Sign of Seven, #2)",Nora Roberts,4.11,23983,2008.0,en-US
5602,"After We Collided (After, #2)",Anna Todd,3.73,16338,2013.0,eng
5604,Confederates in the Attic: Dispatches from the Unfinished Civil War,Tony Horwitz,4.08,16792,1998.0,eng
5605,"This Book Is Full of Spiders: Seriously, Dude, Don't Touch It (John Dies at the End, #2)",David Wong,4.26,15031,2012.0,en-US
5607,"Seven Deadly Wonders (Jack West Jr, #1)",Matthew Reilly,4.08,15374,2005.0,eng
5608,"Unleashed (Ross Siblings, #1)",Cherrie Lynn,3.89,27833,2009.0,eng
5609,"Mistral's Kiss (Merry Gentry, #5)",Laurell K. Hamilton,4.03,25340,2006.0,en-US
5611,Desire Unchained (Demonica #2),Larissa Ione,4.25,26939,2009.0,eng
5612,Cold Fire / Hideaway / The Key to Midnight,"Dean Koontz, Leigh Nichols",4.16,17581,2000.0,eng
5613,"I Am Not A Serial Killer (John Cleaver, #1)",Dan Wells,3.77,18878,2009.0,eng
5615,"Welcome to the World, Baby Girl! (Elmwood Springs, #1)",Fannie Flagg,3.84,18307,1998.0,eng
5616,Filth,Irvine Welsh,3.76,16162,1998.0,eng
5617,The Girls,Lori Lansens,3.79,16201,2005.0,eng
5618,"Turbo Twenty-Three (Stephanie Plum, #23)",Janet Evanovich,3.75,15021,2016.0,eng
5619,The Alibi,Sandra Brown,4.03,17729,1999.0,eng
5620,A Land More Kind Than Home,Wiley Cash,3.84,15318,2012.0,eng
5621,"Kristy's Great Idea (The Baby-Sitters Club, #1)",Ann M. Martin,3.94,21952,1986.0,eng
5623,Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital,Sheri  Fink,3.87,15344,2013.0,eng
5624,"The Fifth Woman (Kurt Wallander, #6)","Henning Mankell, Steven T. Murray",4.02,16094,1996.0,eng
5625,The Wordy Shipmates,Sarah Vowell,3.66,17541,2008.0,en-US
5626,Bel-Ami,"Guy de Maupassant, Douglas Parmée",3.81,17016,1885.0,eng
5627,A River Runs Through It and Other Stories,Norman Maclean,4.17,16501,1976.0,eng
5628,The Time in Between,"María Dueñas, Daniel Hahn",4.04,10166,2009.0,eng
5629,Paradise,Toni Morrison,3.77,17524,1997.0,eng
5630,Idoru (Bridge #2),William Gibson,3.78,16099,1996.0,eng
5631,"The Best Man (Blue Heron, #1)",Kristan Higgins,3.93,18998,2013.0,eng
5633,"A King's Ransom (The 39 Clues: Cahills vs. Vespers, #2)",Jude Watson,4.14,18168,2011.0,eng
5634,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,Deborah Blum,4.0,18997,2010.0,en-US
5635,RoomHate,Penelope Ward,4.07,21136,2016.0,eng
5636,Living Dead Girl,Elizabeth Scott,3.83,22014,2008.0,en-US
5637,The Dhammapada,"Anonymous, Ananda Maitreya, Thich Nhat Hanh, Balangoda Ananda Maitreya Maitreya",4.29,12639,-500.0,eng
5638,"Law Man (Dream Man, #3)",Kristen Ashley,4.33,33220,2012.0,en-US
5639,"Deadly Decisions (Temperance Brennan, #3)",Kathy Reichs,3.93,21646,2000.0,en-US
5640,Rising Strong,Brené Brown,4.19,22022,2015.0,en-GB
5641,"Speaking from Among the Bones (Flavia de Luce, #5)",Alan Bradley,4.17,21892,2013.0,eng
5642,Swimsuit,"James Patterson, Maxine Paetro",3.63,18462,2009.0,eng
5643,Through Gates of Splendor,Elisabeth Elliot,4.38,16487,1956.0,en-US
5644,"Dirty Red (Love Me with Lies, #2)",Tarryn Fisher,4.22,26888,2012.0,eng
5645,The Darkest Part of the Forest,Holly Black,3.91,22992,2015.0,eng
5646,"Dream a Little Dream (Chicago Stars, #4)",Susan Elizabeth Phillips,4.18,24117,1998.0,en-US
5647,تاكسي: حواديت المشاوير,"خالد الخميسي, Khaled Al Khamissi",3.68,11981,2006.0,ara
5648,The Samurai's Garden,Gail Tsukiyama,4.12,17024,1994.0,en-US
5649,The Hating Game,Sally   Thorne,4.24,21426,2016.0,eng
5650,Black-Eyed Susans,Julia Heaberlin,3.78,14886,2015.0,eng
5651,"Neanderthal Seeks Human (Knitting in the City, #1)",Penny Reid,3.96,29612,2013.0,eng
5652,"Goliath (Leviathan, #3)","Scott Westerfeld, Keith Thompson",4.25,23911,2011.0,eng
5654,"Criminal (Will Trent, #6)",Karin Slaughter,4.21,18592,2012.0,eng
5655,"The Bear and the Dragon (Jack Ryan Universe, #11)",Tom Clancy,3.79,18399,2000.0,en-US
5656,"W is for Wasted (Kinsey Millhone, #23)",Sue Grafton,3.86,17357,2013.0,eng
5657,I'm Just Here for the Food: Food + Heat = Cooking,Alton Brown,4.21,15870,2002.0,en-US
5659,Sins of the Night (Dark-Hunter #7),Sherrilyn Kenyon,4.18,28341,2005.0,eng
5660,"Shades of Earth (Across the Universe, #3)",Beth Revis,4.11,24612,2013.0,eng
5661,"Tehanu (Earthsea Cycle, #4)",Ursula K. Le Guin,3.89,19503,1990.0,eng
5662,"Reboot (Reboot, #1)",Amy Tintera,3.92,23300,2013.0,eng
5663,Hunger Makes Me a Modern Girl,Carrie Brownstein,3.88,17102,2015.0,eng
5664,Thomas Jefferson: The Art of Power,Jon Meacham,3.99,18546,2012.0,eng
5665,"Murder in Mesopotamia (Hercule Poirot, #14)",Agatha Christie,3.86,21207,1936.0,eng
5666,"Excession (Culture, #5)",Iain M. Banks,4.19,16330,1996.0,en-US
5667,"What Looks Like Crazy on an Ordinary Day (Idlewild, #1)",Pearl Cleage,3.7,17853,1997.0,eng
5668,"G is for Gumshoe (Kinsey Millhone, #7)",Sue Grafton,3.9,22311,1990.0,eng
5669,"King and Maxwell (Sean King & Michelle Maxwell, #6)",David Baldacci,4.03,14491,2013.0,eng
5671,"The Magician's Apprentice (Black Magician, #0.5)",Trudi Canavan,3.94,17128,2009.0,eng
5672,"Reaper's Gale (The Malazan Book of the Fallen, #7)",Steven Erikson,4.34,16539,2007.0,eng
5674,"Locke & Key, Vol. 3: Crown of Shadows","Joe Hill, Gabriel Rodríguez",4.41,19683,2010.0,en-US
5676,"The Garden of Rama (Rama, #3)","Arthur C. Clarke, Gentry Lee",3.76,16389,1991.0,eng
5677,"Blue-Eyed Devil (Travises, #2)",Lisa Kleypas,4.21,25508,2008.0,en-US
5678,Our Man in Havana,Graham Greene,3.94,15460,1958.0,eng
5679,Batman: The Black Mirror,"Scott Snyder, Jock, Francesco Francavilla, Jared K. Fletcher, Sal Cipriano, David   Baron",4.29,15625,2011.0,eng
5680,Kill Me If You Can,"James Patterson, Marshall Karp",4.0,16879,2011.0,eng
5684,"A Lick of Frost (Merry Gentry, #6)","Laurell K. Hamilton, Laural Merlington",4.12,24148,2007.0,eng
5685,The Abyss,"Orson Scott Card, James Cameron",4.06,16318,1989.0,eng
5686,"The Witch's Daughter (The Witch's Daughter, #1)",Paula Brackston,3.54,17694,1991.0,en-US
5687,The Readers of Broken Wheel Recommend,"Katarina Bivald, Alice Menzies",3.56,14571,2013.0,eng
5688,"Live by Night (Coughlin, #2)",Dennis Lehane,3.89,14275,2012.0,eng
5689,"Until I Die (Revenants, #2)",Amy Plum,4.17,24203,2012.0,en-US
5690,The Magic of Reality: How We Know What's Really True,"Richard Dawkins, Dave McKean",4.04,14511,2011.0,en-US
5691,"Remember (Redemption, #2)","Karen Kingsbury, Gary Smalley",4.41,16303,2002.0,eng
5693,Stuff White People Like: A Definitive Guide to the Unique Taste of Millions,Christian Lander,3.76,15888,2008.0,en-US
5694,"Blood Magick (The Cousins O'Dwyer Trilogy, #3)",Nora Roberts,4.06,14167,2014.0,eng
5695,"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, #3)",Stephen R. Donaldson,3.99,18594,1977.0,eng
5696,The Brightest Star in the Sky,Marian Keyes,3.65,17413,2009.0,en-GB
5697,Entwined,Heather Dixon,3.87,28950,2011.0,en-US
5699,El coronel no tiene quien le escriba,Gabriel García Márquez,3.71,13206,1961.0,spa
5700,Waiting for the Barbarians,J.M. Coetzee,3.94,14830,1980.0,eng
5702,"The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution",Walter Isaacson,4.03,14890,2014.0,eng
5703,Kabul Beauty School: An American Woman Goes Behind the Veil,Deborah Rodriguez,3.63,17002,2007.0,eng
5704,To Have and Have Not,Ernest Hemingway,3.57,16074,1937.0,eng
5705,Jackdaws,Ken Follett,3.91,17489,2001.0,eng
5706,حبيبتي بكماء,محمد السالم,3.3,12690,2013.0,ara
5707,"The System of the World (The Baroque Cycle, #3)",Neal Stephenson,4.3,16106,2004.0,en-US
5708,"Touching Spirit Bear (Spirit Bear, #1)",Ben Mikaelsen,3.85,17706,1997.0,eng
5709,The Flamethrowers,Rachel Kushner,3.46,13225,2013.0,eng
5710,"Twice Tempted (Night Prince, #2)",Jeaniene Frost,4.3,26598,2013.0,en-GB
5711,Unorthodox: The Scandalous Rejection of My Hasidic Roots,Deborah Feldman,3.67,8516,2012.0,eng
5712,"The Selection Stories: The Prince & The Guard (The Selection, #0.5, 2.5)",Kiera Cass,4.03,23695,2014.0,eng
5713,Crush It!: Why Now Is the Time to Cash In on Your Passion,Gary Vaynerchuk,3.85,17271,2009.0,en-US
5714,Redemption Ark,Alastair Reynolds,4.13,16484,2003.0,eng
5715,"The Venetian Betrayal (Cotton Malone, #3)",Steve Berry,3.94,18403,2007.0,en-US
5716,"Collected Poems, 1909-1962",T.S. Eliot,4.29,17192,1963.0,eng
5717,The Robe,Lloyd C. Douglas,4.2,18903,1942.0,en-US
5719,The Yonahlossee Riding Camp for Girls,Anton DiSclafani,3.34,15769,2013.0,eng
5720,"Lead (Stage Dive, #3)",Kylie Scott,4.32,29239,2014.0,eng
5721,"No Humans Involved (Women of the Otherworld, #7)",Kelley Armstrong,4.2,23191,2007.0,eng
5724,"Endless Summer (The Boys Next Door, #1-2)",Jennifer Echols,4.02,18438,2010.0,eng
5725,"Big Nate Strikes Again (Big Nate Novels, #2)",Lincoln Peirce,4.23,20480,2010.0,en-US
5727,"His Needs, Her Needs: Building an Affair-Proof Marriage",Willard F. Harley Jr.,4.11,15008,1986.0,eng
5728,"Dance of the Gods (Circle Trilogy, #2)",Nora Roberts,4.13,23060,2006.0,eng
5729,"Nevermore (Nevermore, #1)",Kelly Creagh,3.87,24570,2010.0,en-US
5730,The Blind Owl,"Sadegh Hedayat, D.P. Costello",3.99,5168,1937.0,en-US
5731,Pete the Cat: I Love My White Shoes,"Eric Litwin, James Dean",4.41,19122,2010.0,en-US
5732,"The Ring of Solomon (Bartimaeus, #0.5)","Jonathan Stroud, Simon  Jones",4.19,18809,2010.0,eng
5733,"Welcome to Dead House (Goosebumps, #1)",R.L. Stine,3.82,19171,1992.0,en-US
5735,"Chronicles of the Black Company (The Chronicles of the Black Company, #1-3)",Glen Cook,4.2,16663,1986.0,en-US
5736,"Until Friday Night (The Field Party, #1)",Abbi Glines,4.01,20813,2015.0,eng
5737,Mother of Pearl,Melinda Haynes,3.67,17378,1999.0,en-US
5738,Everyone Brave is Forgiven,Chris Cleave,3.8,16183,2016.0,eng
5741,The Things We Do for Love,Kristin Hannah,4.05,16190,2004.0,en-GB
5742,"Son of the Shadows (Sevenwaters, #2)",Juliet Marillier,4.32,21544,2000.0,eng
5743,The Key to Rebecca,Ken Follett,3.86,16616,1980.0,eng
5744,"Hard Bitten (Chicagoland Vampires, #4)",Chloe Neill,4.17,28656,2011.0,en-US
5745,Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family,"Ina Garten, Maura McEvoy",4.26,16134,2002.0,eng
5746,"Vain (The Seven Deadly, #1)",Fisher Amelie,4.25,10427,2012.0,eng
5747,At the Mountains of Madness,"H.P. Lovecraft, China Miéville, S.T. Joshi",3.93,16637,1936.0,eng
5748,"Heart of the Sea (Gallaghers of Ardmore / Irish Trilogy, #3)",Nora Roberts,4.14,22274,2000.0,en-US
5749,"Veil of Midnight (Midnight Breed, #5)",Lara Adrian,4.26,25116,2008.0,eng
5750,Subterranean,James Rollins,4.01,17425,1999.0,eng
5751,I Don't Know How She Does It,Allison Pearson,3.3,15456,2001.0,en-US
5752,"Preacher, Volume 9: Alamo","Garth Ennis, Steve Dillon",4.33,17930,2001.0,eng
5753,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",Becky  Chambers,4.18,12969,2014.0,eng
5754,Collected Fictions,"Jorge Luis Borges, Andrew Hurley",4.58,16474,1998.0,eng
5755,Valiant (Modern Faerie Tales #2),Holly Black,3.92,26108,2002.0,eng
5757,"Raised by Wolves (Raised by Wolves, #1)",Jennifer Lynn Barnes,3.94,24936,2010.0,eng
5758,Promise Me (Myron Bolitar #8),Harlan Coben,3.96,18168,2006.0,eng
5759,"Midnight (The Vampire Diaries: The Return, #3)",L.J. Smith,3.78,20566,2011.0,en-US
5760,"Dark Side of the Moon (Dark-Hunter #9, Were-Hunter #3)",Sherrilyn Kenyon,4.15,27311,2006.0,en-US
