book_id,title,authors,average_rating,ratings_count,original_publication_year,language_code,tag_string
5367,"Eon (The Way, #1)",Greg Bear,3.86,18373,1984.0,en-US,to-read fantasy currently-reading favorites fiction
5368,The Summer Before the War,Helen Simonson,3.79,17350,2016.0,eng,to-read historical-fiction currently-reading fiction romance
5369,"Memories, Dreams, Reflections","C.G. Jung, Aniela Jaffé, Richard Winston, Clara Winston",4.19,16810,1961.0,eng,to-read thriller fiction mystery currently-reading
5439,Don't Panic: The Official Hitchhiker's Guide to the Galaxy Companion,Neil Gaiman,4.31,18015,1987.0,eng,to-read fiction short-stories favorites india
5452,Schooled,Gordon Korman,3.82,20411,2000.0,en-US,to-read young-adult ya fiction books-i-own
5453,It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways,"Dallas Hartwig, Melissa Hartwig",4.09,13643,2012.0,en-US,to-read ya books-i-own fiction series
5454,Merle's Door: Lessons from a Freethinking Dog,Ted Kerasote,4.18,14953,2007.0,en-US,to-read young-adult ya fiction books-i-own
5470,"2061: Odyssey Three (Space Odyssey, #3)",Arthur C. Clarke,3.52,17843,1987.0,eng,fiction science-fiction sci-fi dystopian classic
5472,"The Walk (The Walk, #1)",Richard Paul Evans,4.12,16224,2010.0,en-US,to-read currently-reading classics fiction favorites
5479,The Rose Garden,Susanna Kearsley,4.01,18553,2011.0,eng,to-read currently-reading classics fiction favorites
5481,"The English Assassin (Gabriel Allon, #2)",Daniel Silva,4.12,16810,2002.0,en-US,to-read currently-reading classics fiction non-fiction
5508,"Sherlock Holmes: The Complete Novels and Stories, Volume I",Arthur Conan Doyle,4.45,17950,1927.0,eng,to-read history non-fiction biography currently-reading
5509,"Strong Poison (Lord Peter Wimsey, #6)",Dorothy L. Sayers,4.14,18578,1930.0,eng,to-read memoir classics non-fiction wwii
5517,"Every Boy's Got One (Boy, #3)",Meg Cabot,3.77,19771,2004.0,en-GB,to-read plays classics fiction currently-reading
5526,Flush,Carl Hiaasen,3.86,20076,2005.0,en-US,to-read currently-reading romance nicholas-sparks favorites
5527,Out of Africa,"Isak Dinesen, Karen Blixen",3.96,21687,1937.0,eng,to-read currently-reading fiction classics favorites
5544,"Article 5 (Article 5, #1)",Kristen Simmons,3.78,23732,2012.0,en-US,science biography to-read nonfiction physics
5548,"Kisscut (Grant County, #2)",Karin Slaughter,4.12,18833,2002.0,eng,to-read science biography non-fiction currently-reading
5552,"Drums, Girls & Dangerous Pie (Drums, Girls & Dangerous Pie, #1)",Jordan Sonnenblick,4.25,18551,2004.0,eng,to-read science currently-reading physics non-fiction
5553,The First Bad Man,Miranda July,3.58,15560,2015.0,eng,to-read non-fiction nonfiction owned currently-reading
5559,"Changeless (Parasol Protectorate, #2)",Gail Carriger,4.0,30703,2010.0,eng,to-read biography currently-reading non-fiction management
5571,The Pursuit of Holiness,"Jerry Bridges, Foster W. Cline, Jim Fay",4.28,14574,1978.0,eng,to-read design currently-reading science architecture
5575,Halo: The Fall of Reach,Eric S. Nylund,4.25,14525,2001.0,eng,to-read james-patterson currently-reading mystery fiction
5659,Sins of the Night (Dark-Hunter #7),Sherrilyn Kenyon,4.18,28341,2005.0,eng,classics to-read fiction childrens fantasy
5693,Stuff White People Like: A Definitive Guide to the Unique Taste of Millions,Christian Lander,3.76,15888,2008.0,en-US,to-read currently-reading short-stories fiction classics
5695,"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, #3)",Stephen R. Donaldson,3.99,18594,1977.0,eng,to-read favorites russian-literature literature russia
5697,Entwined,Heather Dixon,3.87,28950,2011.0,en-US,to-read currently-reading fiction classics russian
5720,"Lead (Stage Dive, #3)",Kylie Scott,4.32,29239,2014.0,eng,to-read fiction currently-reading thriller tom-clancy
5752,"Preacher, Volume 9: Alamo","Garth Ennis, Steve Dillon",4.33,17930,2001.0,eng,to-read science psychology non-fiction philosophy
5755,Valiant (Modern Faerie Tales #2),Holly Black,3.92,26108,2002.0,eng,to-read currently-reading non-fiction science linguistics
5759,"Midnight (The Vampire Diaries: The Return, #3)",L.J. Smith,3.78,20566,2011.0,en-US,to-read fiction favorites contemporary owned
5787,Are You My Mother?,Alison Bechdel,3.66,18618,2012.0,eng,to-read currently-reading short-stories fiction favorites
5797,You Belong To Me,Mary Higgins Clark,3.85,19131,1998.0,en-US,to-read classics currently-reading fiction classic
5805,"Tris's Book (Circle of Magic, #2)",Tamora Pierce,4.07,24511,1998.0,eng,to-read graphic-novels currently-reading graphic-novel comics
5809,Che Guevara: A Revolutionary Life,Jon Lee Anderson,4.1,13516,1997.0,eng,to-read currently-reading fiction favorites literature
5826,"In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency, #6)",Alexander McCall Smith,4.07,19839,2004.0,eng,to-read fiction currently-reading favorites book-club
5849,Daytripper,"Fábio Moon, Gabriel Bá, Craig Thompson, Dave Stewart, Sean Konot",4.31,17679,2011.0,eng,fiction to-read favorites india caribbean
5890,"The Prophet of Yonwood (Book of Ember, #3)",Jeanne DuPrau,3.25,22237,2006.0,en-US,classics mystery favorites classic gothic
5907,Our Mutual Friend,Charles Dickens,4.07,18599,1865.0,eng,fantasy favorites classics to-read fiction
5932,Sister of My Heart,Chitra Banerjee Divakaruni,3.97,14434,1997.0,eng,favorites to-read classics spanish romance
5936,The Face,Dean Koontz,3.69,17267,2003.0,eng,to-read poetry currently-reading favorites classics
5946,"The Quillan Games (Pendragon, #7)",D.J. MacHale,4.19,18296,2005.0,eng,to-read fiction canadian favorites historical-fiction
5954,A Head Full of Ghosts,Paul Tremblay,3.82,14101,2015.0,eng,to-read fiction classics german literature
6138,The Hidden Staircase (Nancy Drew #2),"Carolyn Keene, Mildred Benson",3.94,24872,1930.0,en-US,to-read classics mystery fiction classic
6149,"The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do to Get More of It",Kelly McGonigal,4.11,15318,2011.0,eng,to-read fiction currently-reading classics favorites
6150,"Broken Angels (Takeshi Kovacs, #2)",Richard K. Morgan,4.0,15544,2003.0,eng,to-read fiction classics africa favorites
6174,Drop Shot (Myron Bolitar #2),Harlan Coben,3.92,17128,1996.0,eng,to-read jewish biographies college currently-reading
6185,"Secret Prey (Lucas Davenport, #9)",John Sandford,4.25,16964,1998.0,en-GB,classics favorites to-read fiction classic
6192,The Romanov Prophecy,Steve Berry,3.9,17052,2004.0,eng,to-read fiction currently-reading favorites africa
6193,Ecstasy Unveiled (Demonica #4),Larissa Ione,4.36,23366,2010.0,eng,to-read fiction currently-reading favorites 1001-books
6194,The Uncommon Reader,Alan Bennett,3.82,16957,2007.0,eng,to-read fiction favorites africa 1001-books
6259,The Sicilian,Mario Puzo,3.94,13800,1984.0,eng,to-read currently-reading historical-fiction fiction favorites
6294,Private Games (Private #3),"James Patterson, Mark T. Sullivan",3.83,14358,2012.0,eng,to-read fantasy fiction currently-reading series
6295,"The Cold Dish (Walt Longmire, #1)",Craig Johnson,4.14,14491,2004.0,eng,to-read poetry favorites classics beat
6310,The Universe Versus Alex Woods,Gavin Extence,4.08,12573,2013.0,eng,fiction children favorites childhood to-read
6319,Shattered,"K.R. Dwyer, Dean Koontz",3.87,17224,1973.0,eng,to-read childrens fantasy children-s childhood
6327,The Nine: Inside the Secret World of the Supreme Court,Jeffrey Toobin,4.06,12426,2007.0,en-US,to-read childrens fantasy favorites currently-reading
6328,The Violets of March,Sarah Jio,3.8,17379,2011.0,en-US,to-read poetry childrens children fiction
6334,The Cat in the Hat Comes Back,Dr. Seuss,3.83,22229,1958.0,en-US,to-read currently-reading fiction science-fiction dystopia
6419,"Sex Criminals, Vol. 1: One Weird Trick","Matt Fraction, Chip Zdarsky",3.99,22017,2014.0,eng,to-read mystery janet-evanovich fiction humor
6420,"The Rising: Antichrist is Born  (Before They Were Left Behind, #1)","Tim LaHaye, Jerry B. Jenkins",4.18,13412,2003.0,eng,to-read mystery janet-evanovich fiction humor
6422,"The Scarpetta Factor (Kay Scarpetta, #17)",Patricia Cornwell,3.67,16388,2009.0,en-US,to-read mystery janet-evanovich fiction humor
6423,"The Winner's Kiss (The Winner's Trilogy, #3)",Marie Rutkoski,4.29,23125,2016.0,eng,to-read mystery janet-evanovich fiction humor
6424,"Bad Things (Tristan & Danika, #1)",R.K. Lilley,4.33,27420,2013.0,eng,to-read mystery janet-evanovich fiction humor
6425,"Here be Dragons (Welsh Princes, #1)",Sharon Kay Penman,4.3,16205,1985.0,eng,to-read mystery janet-evanovich fiction humor
6427,The Whipping Boy,"Sid Fleischman, Peter Sís",3.54,18090,1986.0,eng,to-read mystery janet-evanovich currently-reading fiction
6440,"The Butlerian Jihad (Legends of Dune, #1)","Brian Herbert, Kevin J. Anderson",3.57,14868,2002.0,eng,to-read classics currently-reading fiction historical-fiction
6462,"Sentinel (Covenant, #5)",Jennifer L. Armentrout,4.49,24150,2013.0,eng,to-read history biography currently-reading non-fiction
6514,The Hat,Jan Brett,4.25,17033,1997.0,eng,to-read currently-reading favorites classics fiction
6520,"The Monkey's Raincoat (Elvis Cole, #1)",Robert Crais,3.98,14940,1987.0,en-US,to-read currently-reading favorites fiction memoir
6526,Kitten's First Full Moon,Kevin Henkes,4.07,18458,2004.0,eng,to-read currently-reading mystery patricia-cornwell fiction
6528,"A Good Yarn (Blossom Street, #2)",Debbie Macomber,4.11,16467,2005.0,en-US,to-read mystery patricia-cornwell currently-reading fiction
6530,Titus Andronicus,William Shakespeare,3.71,16235,1589.0,en-US,to-read thriller cornwell currently-reading cornwell-patricia
6531,"The Initiation / The Captive Part I (The Secret Circle, #1-2)",L.J. Smith,3.96,19563,2008.0,eng,to-read mystery patricia-cornwell crime fiction
6534,"Grave Secret (Harper Connelly, #4)",Charlaine Harris,3.94,22334,2009.0,eng,to-read mystery crime fiction patricia-cornwell
6537,"The Enchantress Returns (The Land of Stories, #2)","Chris Colfer, Brandon Dorman",4.49,17845,2013.0,eng,to-read patricia-cornwell mystery default currently-reading
6538,"The Master Magician (The Paper Magician Trilogy, #3)",Charlie N. Holmberg,3.82,17142,2015.0,en-GB,to-read non-fiction true-crime currently-reading history
6539,One Door Away from Heaven,Dean Koontz,3.95,16299,2001.0,en-US,to-read mystery crime fiction thriller
6541,"Attack of the Fiend (The Last Apprentice / Wardstone Chronicles, #4)","Joseph Delaney, Patrick  Arrasmith",4.19,14814,2007.0,eng,to-read mystery patricia-cornwell crime fiction
6551,"With a Tangled Skein (Incarnations of Immortality, #3)",Piers Anthony,3.98,17286,1985.0,en-GB,to-read currently-reading fiction classics favorites
6554,"Into the Labyrinth (The Death Gate Cycle, #6)","Margaret Weis, Tracy Hickman",4.09,16582,1993.0,en-US,to-read horror john-saul fiction currently-reading
6596,"Murder of Crows (The Others, #2)",Anne Bishop,4.31,22994,2014.0,eng,to-read currently-reading non-fiction self-help spiritual
6613,The Heavenly Man: The Remarkable True Story of Chinese Christian Brother Yun,"Paul Hattaway, Brother Yun",4.33,12537,2000.0,eng,chick-lit fiction currently-reading books-i-own chicklit
6614,"Prince of Fools (The Red Queen's War, #1)",Mark  Lawrence,4.07,11579,2014.0,eng,to-read chick-lit currently-reading fiction books-i-own
6628,"The Frog Princess (Tales of the Frog Princess, #1)",E.D. Baker,3.81,22176,2002.0,eng,to-read humor currently-reading owned books-i-own
6656,Winnie the Pooh and Tigger Too (Disney's Wonderful World of Reading),Walt Disney Company,4.39,14121,1976.0,eng,currently-reading classics poetry fiction favorites
6667,"Crave (Fallen Angels, #2)",J.R. Ward,4.09,22105,2010.0,en-US,to-read currently-reading non-fiction biography childrens-books
6670,When Rabbit Howls,"Truddi Chase, Robert A. Phillips Jr.",4.03,13975,1980.0,en-GB,to-read childrens fantasy fiction roald-dahl
6671,"Variant (Variant, #1)",Robison Wells,3.92,18473,2011.0,en-US,to-read childhood kids default currently-reading
6687,Hitch-22: A Memoir,Christopher Hitchens,4.03,12643,2010.0,eng,to-read childrens fantasy fiction children
6689,"Dark Magic (Dark, #4)",Christine Feehan,4.24,20156,2000.0,eng,to-read childrens fantasy fiction children
6694,15th Affair (Women's Murder Club #15),"James Patterson, Maxine Paetro",4.04,11112,2016.0,eng,to-read childrens children fiction roald-dahl
6697,Barnyard Dance,Sandra Boynton,4.25,18694,1993.0,en-US,to-read fiction chick-lit books-i-own favorites
6708,A Fish Out of Water,"Helen Marion Palmer, P.D. Eastman",4.21,19536,1961.0,eng,to-read spirituality non-fiction self-help currently-reading
6709,"Look to Windward (Culture, #7)",Iain M. Banks,4.16,13916,2000.0,eng,to-read currently-reading self-help spiritual non-fiction
6748,Uganda Be Kidding Me,Chelsea Handler,3.63,11627,2014.0,eng,to-read currently-reading non-fiction essays favorites
6749,"This Book Is Not Good for You (Secret, #3)","Pseudonymous Bosch, Gilbert Ford",4.29,16852,2009.0,en-US,to-read currently-reading short-stories fiction favorites
6750,Eating the Dinosaur,Chuck Klosterman,3.75,12571,2009.0,eng,to-read currently-reading fiction literature novels
6753,All the Birds in the Sky,Charlie Jane Anders,3.58,14769,2016.0,eng,to-read short-stories currently-reading favorites fiction
6759,"Indebted (The Premonition, #3)",Amy A. Bartol,4.37,17988,2012.0,en-GB,to-read currently-reading fiction favorites owned
6819,"Life is What You Make It: A Story of Love, Hope and How Determination Can Overcome Even Destiny",Preeti Shenoy,3.54,11292,2011.0,eng,to-read fiction currently-reading favorites fantasy
6820,"The History of Sexuality, Volume 1: An Introduction","Michel Foucault, Robert Hurley",4.03,12565,1976.0,eng,to-read currently-reading fiction favorites japan
6853,The Unexpected Mrs. Pollifax  (Mrs. Pollifax #1),Dorothy Gilman,4.14,15666,1966.0,eng,to-read mystery currently-reading fiction janet-evanovich
6854,"White Fire (Pendergast, #13)","Douglas Preston, Lincoln Child",4.07,12277,2013.0,eng,to-read mystery janet-evanovich fiction humor
6858,"S is for Silence (Kinsey Millhone, #19)",Sue Grafton,3.9,17879,2005.0,eng,to-read mystery janet-evanovich fiction humor
6862,"March: Book One (March, #1)","John             Lewis, Andrew Aydin, Nate Powell",4.33,19430,2013.0,eng,to-read fiction currently-reading booker-prize 1001-books
6867,Malgudi Days,"R.K. Narayan, Jhumpa Lahiri",4.2,11527,1943.0,eng,to-read currently-reading favorites historical-fiction romance
6870,Digging to America,Anne Tyler,3.53,15484,2006.0,eng,to-read fiction currently-reading favorites 1001-books
6872,"Flaskepost fra P (Afdeling Q, #3)",Jussi Adler-Olsen,4.04,9658,2009.0,dan,to-read fiction currently-reading 1001-books 1001
6882,The Shallows: What the Internet is Doing to Our Brains,Nicholas Carr,3.85,6938,2010.0,eng,currently-reading non-fiction fiction biography adventure
6900,"Twisted Palace (The Royals, #3)",Erin Watt,4.0,16342,2016.0,eng,to-read currently-reading favorites non-fiction fiction
6969,"The Mind Readers (Mind Readers, #1)",Lori Brighton,3.76,9825,2010.0,eng,currently-reading classics to-read fiction favorites
6976,"Superman: Earth One, Volume 1","J. Michael Straczynski, Shane Davis, Sandra Hope, Barbara Ciardo, Rob Leigh",3.9,12982,2010.0,eng,to-read fiction currently-reading book-club books-i-own
7035,House of Suns,Alastair Reynolds,4.19,13033,2008.0,eng,to-read mystery fiction africa currently-reading
7036,"A Shadow of Light (A Shade of Vampire, #4)",Bella Forrest,4.1,16380,2013.0,eng,to-read mystery fiction africa series
7039,The Brothers Lionheart,"Astrid Lindgren, Ilon Wikland, Jill M. Morgan",4.35,16325,1973.0,eng,to-read mystery fiction africa currently-reading
7053,Fade Away (Myron Bolitar #3),Harlan Coben,3.99,14679,1996.0,eng,to-read mystery fiction africa series
7058,"The Black Lyon (Montgomery/Taggert, #1)",Jude Deveraux,3.99,14456,1980.0,eng,to-read mystery fiction africa currently-reading
7061,"Beautiful Bombshell (Beautiful Bastard, #2.5)",Christina Lauren,4.06,23755,2013.0,en-US,to-read mystery fiction currently-reading africa
7062,"Slated (Slated, #1)",Teri Terry,4.07,17404,2012.0,eng,to-read currently-reading travel non-fiction memoir
7069,"Wieża Jaskółki (Saga o Wiedźminie, #6)",Andrzej Sapkowski,4.34,10195,1997.0,pol,fiction favorites classics literature contemporary
7073,Loving Mr. Daniels,Brittainy C. Cherry,4.28,18058,2014.0,eng,to-read fiction favorites owned india
7082,Fevre Dream,George R.R. Martin,3.85,12708,1982.0,eng,sci-fi to-read favorites scifi dystopia
7126,"Guilty as Sin  (Deer Lake, #2)",Tami Hoag,4.1,13575,1996.0,eng,classics favorites fiction to-read classic
7144,"Middle School: The Worst Years of My Life (Midde School, #1)","James Patterson, Chris Tebbetts, Laura Park",4.01,14178,2011.0,eng,fiction to-read classic russian literature
7184,"Second Honeymoon (Honeymoon, #2)","James Patterson, Howard Roughan",3.89,11418,2013.0,eng,to-read classics currently-reading fiction historical-fiction
7186,Brain Droppings,George Carlin,4.11,13255,1997.0,eng,to-read classics currently-reading favorites fiction
7190,What I Thought Was True,Huntley Fitzpatrick,3.71,16390,2014.0,eng,classics fiction favorites historical-fiction classic
7194,"Wicked Ties (Wicked Lovers, #1)",Shayla Black,3.97,22097,2007.0,en-US,to-read mystery currently-reading historical-fiction thriller
7199,My Life on the Road,Gloria Steinem,4.08,15997,2015.0,eng,to-read fiction currently-reading favorites historical-fiction
7201,"Sweet Little Lies (L.A. Candy, #2)",Lauren Conrad,3.53,14901,2010.0,en-US,to-read fiction currently-reading jeffrey-archer favorites
7214,Violin,Anne Rice,3.26,14911,1997.0,eng,to-read currently-reading christian non-fiction favorites
7244,"Blood of Dragons (Rain Wild Chronicles, #4)",Robin Hobb,4.12,12165,2013.0,eng,to-read favorites historical-fiction currently-reading fiction
7252,"Sweet Surrender (Sweet, #1)",Maya Banks,3.99,20856,2008.0,en-US,to-read currently-reading non-fiction biography memoir
7329,We Need New Names,NoViolet Bulawayo,3.71,11262,2013.0,eng,to-read fantasy currently-reading tolkien fiction
7332,Wicca: A Guide for the Solitary Practitioner,Scott Cunningham,4.01,12264,1988.0,en-US,fiction currently-reading to-read classics owned
7354,The Mask,"Owen  West, Dean Koontz",3.75,14336,1981.0,eng,to-read fiction currently-reading favorites pulitzer
7389,"After We Fell (After, #3)",Anna Todd,3.88,12776,2014.0,eng,to-read comics graphic-novels graphic-novel young-adult
7432,The Perfect Son,Barbara Claypole White,3.97,10090,2015.0,eng,to-read mystery historical-fiction fiction mysteries
7433,Looking for Alibrandi,Melina Marchetta,3.85,14685,1992.0,eng,to-read mystery historical-fiction fiction currently-reading
7437,A Midsummer's Nightmare,Kody Keplinger,3.83,17247,2012.0,eng,to-read fiction classics favorites owned
7442,"It's in His Kiss (Bridgertons, #7)",Julia Quinn,4.01,20377,2005.0,eng,to-read non-fiction currently-reading fiction nonfiction
7445,"Fire Inside (Chaos, #2)",Kristen Ashley,4.33,20786,2013.0,eng,to-read currently-reading favorites non-fiction memoir
7455,News of the World,Paulette Jiles,4.14,15476,2016.0,eng,to-read chick-lit fiction currently-reading books-i-own
7493,Odd and the Frost Giants,"Neil Gaiman, Mark Buckingham",3.95,15407,2008.0,eng,to-read history currently-reading nonfiction american-history
7494,The Magpies,Mark  Edwards,3.8,6663,2013.0,eng,to-read romance james-patterson fiction favorites
7510,"One More Chance (Rosemary Beach, #8; Chance, #2)",Abbi Glines,4.29,23899,2014.0,eng,to-read james-patterson mystery currently-reading fiction
7531,"The Gentlemen's Alliance †, Vol. 1",Arina Tanemura,3.96,13260,2005.0,eng,to-read humor non-fiction memoir currently-reading
7572,Can't Wait to Get to Heaven,Fannie Flagg,3.89,12262,2006.0,eng,to-read fiction currently-reading favorites humor
7588,Turtle in Paradise,Jennifer L. Holm,3.93,14714,2010.0,en-US,to-read currently-reading classics fiction favorites
7603,"All Tomorrow's Parties (Bridge, #3)",William Gibson,3.88,11672,1999.0,en-US,to-read non-fiction memoir iran nonfiction
7604,"The Quantum Thief (Jean le Flambeur, #1)",Hannu Rajaniemi,3.83,11137,2010.0,eng,to-read literature fiction favorites classics
7613,"Chasing the Prophecy (Beyonders, #3)",Brandon Mull,4.35,11816,2013.0,eng,classics fiction favorites classic dystopia
7624,"Once and Always (Sequels, #1)",Judith McNaught,4.21,18197,1987.0,eng,classics to-read fiction favorites classic
7628,Onward: How Starbucks Fought for Its Life without Losing Its Soul,"Howard Schultz, Joanne Gordon",3.79,11119,2007.0,en-CA,to-read fiction classics currently-reading favorites
7661,Dom Casmurro,Machado de Assis,4.24,10590,1899.0,por,to-read fiction currently-reading science-fiction sci-fi
7663,"Lockdown (Escape from Furnace, #1)",Alexander Gordon Smith,4.1,14024,2009.0,en-US,to-read fiction currently-reading thriller mystery
7667,Lost Souls,Poppy Z. Brite,3.89,13905,1992.0,eng,to-read fiction thriller currently-reading mystery
7669,The Way of Zen,Alan W. Watts,4.18,11166,1957.0,eng,to-read fiction science-fiction sci-fi currently-reading
7670,"Nexus (Nexus, #1)",Ramez Naam,4.06,9623,2012.0,eng,to-read science-fiction sci-fi thriller currently-reading
7672,"The Traitor (Divergent, #0.4)",Veronica Roth,4.19,12299,2014.0,eng,to-read fiction science-fiction thriller sci-fi
7673,Nora Webster,Colm Tóibín,3.58,10353,2014.0,eng,to-read fiction historical-fiction fantasy currently-reading
7675,"The Emperor's Tomb (Cotton Malone, #6)",Steve Berry,3.95,13159,2010.0,en-US,to-read fiction thriller currently-reading michael-crichton
7677,Baking: From My Home to Yours,"Dorie Greenspan, Alan    Richardson",4.18,11662,1980.0,en-US,to-read science-fiction fiction sci-fi favorites
7679,"For You (The 'Burg, #1)",Kristen Ashley,4.19,23889,2011.0,eng,to-read fiction science-fiction sci-fi thriller
7682,"Friend-Zoned (Friend-Zoned, #1)",Belle Aurora,3.99,20585,2013.0,eng,to-read fiction historical-fiction currently-reading thriller
7707,"L.A. Requiem (Elvis Cole, #8)",Robert Crais,4.26,12632,1999.0,fre,to-read plays classics fiction drama
7714,The Bronze Bow,Elizabeth George Speare,3.93,15507,1961.0,en-US,to-read classics plays currently-reading fiction
7723,Discourse on Method,"René Descartes, Donald A. Cress",3.7,10615,1637.0,eng,to-read currently-reading classics fiction short-stories
7728,The Earthsea Trilogy,Ursula K. Le Guin,4.25,14199,1975.0,eng,to-read classics plays drama school
7733,True Evil,Greg Iles,4.05,11234,2006.0,eng,to-read classics currently-reading fiction fantasy
7742,The Gate House,Nelson DeMille,3.71,12625,2008.0,en-US,to-read historical-fiction favorites currently-reading fiction
7745,"Perfect Scoundrels (Heist Society, #3)",Ally Carter,4.28,20029,2013.0,en-GB,to-read currently-reading favorites fiction non-fiction
7748,"Nemesis (Miss Marple, #12)",Agatha Christie,3.84,15406,1971.0,eng,to-read currently-reading non-fiction politics history
7769,Scoop,Evelyn Waugh,3.86,12032,1937.0,eng,to-read childrens children-s-books picture-books children
7770,Tales of a Female Nomad: Living at Large in the World,Rita Golden Gelman,3.84,11380,2001.0,eng,to-read childrens children-s-books children picture-books
7779,I'm with the Band: Confessions of a Groupie,"Pamela Des Barres, Dave Navarro",3.67,11172,1987.0,en-US,to-read childrens picture-books children children-s-books
7780,"Succubus Heat (Georgina Kincaid, #4)",Richelle Mead,4.19,20108,2009.0,en-GB,to-read art non-fiction currently-reading dr-seuss
7784,Wolverine: Origin,"Paul Jenkins, Andy Kubert, Richard Isanove, Joe Quesada, Bill Jemas",3.96,10790,2001.0,eng,favorites children children-s to-read classics
7785,"Dawn (Cutler, #1)",V.C. Andrews,3.87,13674,1990.0,eng,to-read childrens picture-books children children-s-books
7788,"The Wayfarer Redemption (Wayfarer Redemption, #1)",Sara Douglass,3.93,12632,1995.0,eng,to-read childrens children children-s-books children-s
7797,"Dark Reunion (The Vampire Diaries, #4)",L.J. Smith,3.54,17056,1991.0,eng,to-read children kids childrens-books picture-books
7815,"The Friend Zone (Game On, #2)",Kristen Callihan,4.21,21130,2015.0,eng,to-read non-fiction memoir nonfiction favorites
7869,The Consolations of Philosophy,Alain de Botton,3.99,10291,2000.0,en-US,to-read currently-reading fiction thriller mystery
7882,The Little Coffee Shop of Kabul,Deborah Rodriguez,3.57,7607,2011.0,eng,to-read historical-fiction childrens fiction children
7909,The Odd Couple,Neil Simon,4.02,12571,1965.0,eng,to-read childrens classics fiction children-s
7911,"Divided in Death (In Death, #18)",J.D. Robb,4.32,17321,2004.0,en-US,classics to-read childrens fiction children
7926,"The Hollow (The Hollow, #1)",Jessica Verday,3.75,16734,2009.0,eng,to-read historical-fiction childrens fiction favorites
7967,What Every Body is Saying: An Ex-FBI Agent's Guide to Speed-Reading People,"Joe Navarro, Marvin Karlins",3.9,10204,2008.0,eng,to-read science-fiction sci-fi favorites currently-reading
7968,Finding the Dream (Dream Trilogy #3),Nora Roberts,4.06,16408,1996.0,eng,fantasy to-read fiction alternate-history owned
7973,"Where You Are (Between the Lines, #2)",Tammara Webber,3.94,18402,2011.0,eng,to-read fantasy favorites fiction currently-reading
7979,Born to Run,Bruce Springsteen,4.18,14276,2016.0,eng,to-read fantasy redwall fiction young-adult
7980,Primates of Park Avenue,Wednesday Martin,3.05,9210,2015.0,eng,to-read fantasy redwall fiction young-adult
7981,"Cold Fire (The Circle Opens, #3)",Tamora Pierce,4.05,17424,2002.0,eng,to-read fantasy redwall fiction young-adult
7983,Visions of Heat (Psy-Changeling #2),Nalini Singh,4.13,22754,2007.0,eng,fantasy to-read fiction young-adult redwall
7987,The Hydrogen Sonata (Culture #10),Iain M. Banks,4.15,10964,2012.0,eng,fantasy to-read redwall young-adult fiction
7993,"Secret History (Mistborn, #3.5)",Brandon Sanderson,4.38,12796,2016.0,eng,to-read fantasy fiction young-adult redwall
7996,"Visions in Death (In Death, #19)",J.D. Robb,4.33,16888,2004.0,eng,fantasy favorites young-adult fiction to-read
7999,"Safe with Me (With Me in Seattle, #5)",Kristen Proby,4.37,21643,2013.0,eng,to-read fantasy redwall young-adult owned
8073,Very Valentine,Adriana Trigiani,3.8,13279,2009.0,en-US,to-read picture-books childrens children-s-books children
8087,The Lions of Al-Rassan,Guy Gavriel Kay,4.27,13954,1995.0,eng,to-read fantasy favorites fairy-tales young-adult
8088,Such a Pretty Girl,Laura Wiess,3.89,13445,2007.0,eng,to-read favorites vampires urban-fantasy paranormal
8089,"Until Trevor (Until, #2)",Aurora Rose Reynolds,4.2,22493,2013.0,eng,to-read fantasy fairy-tales young-adult romance
8155,"The Hedge Knight (The Tales of Dunk and Egg, #1)",George R.R. Martin,4.23,14003,1998.0,eng,to-read currently-reading fiction favorites romance
8172,"Ouran High School Host Club, Vol. 2 (Ouran High School Host Club, #2)",Bisco Hatori,4.46,14350,2003.0,eng,to-read comics graphic-novels superman graphic-novel
8248,"Branded (Fall of Angels, #1)",Keary Taylor,3.7,9790,2010.0,eng,to-read classics historical-fiction childrens fiction
8252,"Feral Sins (The Phoenix Pack, #1)",Suzanne Wright,4.12,21978,2012.0,eng,to-read childrens classics young-adult favorites
8253,Tintin in the Land of the Soviets (Tintin #1),"Hergé, Leslie Lonsdale-Cooper, Michael Turner",3.67,10702,1930.0,eng,to-read classics historical-fiction childrens fiction
8282,Faithful,Alice Hoffman,4.02,12442,2017.0,eng,to-read classics historical-fiction childrens fiction
8296,Awakening the Buddha Within: Tibetan Wisdom for the Western World,Lama Surya Das,4.18,9912,1997.0,en-US,to-read currently-reading historical-fiction classics children-s-lit
8337,Fifth Business,Robertson Davies,4.04,11651,1970.0,eng,to-read classics currently-reading historical-fiction childhood
8492,Sailing Alone Around the Room: New and Selected Poems,Billy Collins,4.24,10999,2001.0,eng,to-read christian-fiction fiction christian currently-reading
8515,This Time Together: Laughter and Reflection,Carol Burnett,4.05,10609,2010.0,eng,to-read non-fiction horses currently-reading animals
8600,Train Dreams,"Denis Johnson, Bettina Abarbanell",3.89,4886,2002.0,ger,to-read non-fiction currently-reading nonfiction writing
8646,"Spying in High Heels (High Heels, #1)",Gemma Halliday,3.67,11034,2006.0,eng,to-read fiction currently-reading book-club canadian
